"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)"
130.0,175.0,0.004,0.34,3.5
117.0,230.0,0.006,8.354,2.0
107.0,260.0,0.006,0.4,2.2
124.2,210.0,0.013,0.48,2.6
107.2,270.0,0.011,0.72,13.1
112.0,430.0,0.011,0.46,13.2
107.0,275.0,0.008,0.4,4.8
122.9,130.0,0.008,0.69,4.3
114.9,210.0,0.007,0.43,1.0
110.0,110.0,0.005,0.35,1.7
111.7,120.0,0.037,0.66,161.0
102.7,160.0,0.01,0.45,4.5
123.0,150.0,0.011,0.278,59.0
107.0,200.0,0.009,0.5,2.3
110.0,110.0,0.024,0.44,5.1
113.7,185.0,0.016,0.52,8.8
121.0,140.0,0.01,0.54,24.8
97.0,110.0,0.013,0.44,9.2
97.1,280.0,0.016,0.44,14.4
83.4,215.0,0.026,0.53,6.4
116.0,420.0,0.016,0.51,6.4
108.0,270.0,0.019,0.57,5.6
107.0,255.0,0.006,0.47,10.1
99.0,200.0,0.014,0.56,6.2
110.4,295.0,0.006,0.4,5.0
138.0,220.0,0.013,0.44,9.2
109.0,160.0,0.006,0.41,11.0
106.2,120.0,0.009,0.58,10.3
117.3,360.0,0.007,0.55,7.6
94.5,230.0,0.01,0.39,36.4
87.0,100.0,0.006,0.59,26.5
90.0,440.0,0.026,1.12,62.7
86.0,145.0,0.011,0.47,12.4
118.0,260.0,0.006,0.34,3.4
94.0,380.0,0.061,25.0,803.0
107.0,110.0,0.006,0.33,2.6
103.9,190.0,0.012,0.79,54.7
104.0,220.0,0.009,0.38,12.0
106.0,215.0,0.004,0.42,5.5
103.5,165.0,0.003,0.45,6.9
112.5,145.0,0.005,0.38,3.2
103.0,190.0,0.006,0.44,1.9
122.9,295.0,0.005,0.33,5.1
104.3,405.0,0.005,0.29,5.9
108.2,305.0,0.009,0.6,5.6
88.0,400.0,0.006,0.42,6.3
108.7,200.0,0.002,0.56,13.9
98.0,140.0,0.006,0.39,6.8
102.0,480.0,0.012,0.52,5.5
98.0,190.0,0.007,0.69,4.9
119.0,265.0,0.012,0.48,6.6
96.3,385.0,0.008,0.47,14.6
98.0,240.0,0.004,0.4,6.7
94.4,360.0,0.006,0.43,4.0
106.0,230.0,0.002,0.3,47.1
141.2,210.0,0.005,0.39,7.9
115.4,195.0,0.002,0.28,1.0
98.0,150.0,0.007,0.81,11.1
74.0,110.0,0.007,0.4,4.5
99.0,470.0,0.018,0.64,4.1
100.5,450.0,0.011,0.31,4.0
163.0,600.0,0.004,0.48,8.9
96.7,680.0,0.005,0.31,10.6
100.4,300.0,0.008,0.48,4.0
133.0,350.0,0.003,0.29,4.8
95.0,400.0,0.011,0.62,30.0
127.1,380.0,0.021,0.66,40.4
111.3,815.0,0.006,0.18,5.9
98.0,185.0,0.011,0.2,4.0
126.3,140.0,0.003,0.26,4.3
101.8,185.0,0.011,0.2,2.0
182.8,145.0,0.004,0.42,17.8
127.4,295.0,0.009,0.33,5.5
112.2,370.0,0.007,0.57,34.8
96.5,220.0,0.007,0.36,14.5
100.4,115.0,0.021,0.66,4.0
112.5,125.0,0.036,0.63,2.0
109.3,110.0,0.012,0.42,5.0
148.2,260.0,0.019,0.04,3.2
109.0,330.0,0.007,0.87,86.7
185.7,260.0,0.006,0.46,8.0
104.9,210.0,0.003,0.09,3.5
113.3,285.0,0.005,0.88,107.0
139.0,240.0,0.003,0.18,2.2
101.4,180.0,0.006,0.45,3.0
155.4,265.0,0.001,0.18,2.6
104.5,110.0,0.011,0.61,14.0
109.1,290.0,0.011,0.28,17.0
101.1,310.0,0.005,0.28,16.0
106.7,240.0,0.011,0.2,2.0
104.6,250.0,0.003,0.34,7.0
120.2,210.0,0.003,0.41,11.9
98.1,100.0,0.004,0.44,25.0
98.9,240.0,0.005,1.63,137.0
138.9,335.0,0.002,0.26,9.8
106.3,150.0,0.011,0.26,6.0
100.9,160.0,0.022,0.28,22.0
118.2,355.0,0.001,0.24,7.2
107.2,230.0,0.011,0.2,2.0
141.8,230.0,0.004,0.23,7.2
137.3,160.0,0.005,0.45,49.7
111.9,345.0,0.004,0.34,5.9
108.3,125.0,0.011,0.45,22.0
98.3,500.0,0.011,0.2,4.0
123.2,860.0,0.005,0.44,17.2
156.0,630.0,0.005,0.34,14.0
93.4,160.0,0.014,1.02,104.0
127.8,240.0,0.002,0.3,5.8
114.7,605.0,0.006,0.41,53.9
97.1,80.0,0.004,0.67,23.0
95.3,400.0,0.017,1.19,14.0
130.8,765.0,0.005,0.37,27.4
95.5,310.0,0.011,1.11,252.0
99.7,120.0,0.005,0.37,15.0
129.8,200.0,0.004,0.43,25.8
121.3,295.0,0.005,0.4,30.0
-99.0,225.0,0.006,0.5,31.8
103.2,150.0,0.006,1.04,48.0
129.5,385.0,0.007,0.67,39.6
112.0,210.0,0.011,0.28,2.0
135.5,420.0,0.003,0.28,13.3
123.3,1100.0,0.027,4.67,2310.0
115.0,390.0,0.005,0.48,26.2
103.0,255.0,0.002,0.7,48.0
99.6,230.0,0.005,0.87,31.0
132.8,240.0,0.001,0.26,9.8
119.1,160.0,0.004,0.63,35.0
111.7,100.0,0.003,0.42,2.0
107.8,240.0,0.011,0.4,12.0
113.3,220.0,0.003,0.44,19.6
159.9,270.0,0.003,0.25,8.9
128.0,295.0,0.004,0.26,5.2
118.1,410.0,0.006,1.09,101.0
117.6,330.0,0.003,0.31,6.2
94.0,150.0,0.014,3.39,470.0
132.7,300.0,0.008,0.55,35.0
100.0,255.0,0.005,0.39,12.1
113.4,190.0,0.004,0.3,13.8
108.8,165.0,0.004,0.3,7.0
105.9,80.0,0.007,0.43,12.0
144.2,245.0,0.003,0.41,8.2
-99.0,210.0,0.011,0.2,4.0
111.3,230.0,0.005,0.38,33.0
149.4,220.0,0.003,0.22,4.0
111.4,195.0,0.011,0.24,10.0
94.4,650.0,0.006,0.53,65.7
124.8,270.0,0.003,0.21,7.2
112.6,190.0,0.003,0.4,19.0
103.1,225.0,0.007,0.51,47.8
118.9,140.0,0.011,0.21,11.0
123.4,180.0,0.01,0.58,10.0
117.1,240.0,0.001,0.32,30.9
86.2,230.0,0.004,0.22,3.0
109.4,130.0,0.006,0.38,14.0
109.3,235.0,0.001,0.28,9.6
115.5,170.0,0.003,0.4,5.0
103.5,180.0,0.006,1.05,31.0
125.6,260.0,0.004,0.24,9.2
124.1,125.0,0.007,0.28,7.4
98.8,320.0,0.006,0.26,46.4
112.4,150.0,0.011,0.2,4.0
95.6,120.0,0.011,0.43,43.3
128.5,220.0,0.002,0.2,6.4
124.8,255.0,0.001,0.24,4.9
116.5,100.0,0.003,0.42,5.0
107.6,180.0,0.002,0.59,21.0
159.7,120.0,0.005,0.39,18.0
120.9,210.0,0.011,0.21,10.0
135.0,240.0,0.001,0.17,5.4
146.4,200.0,0.011,0.2,4.0
114.7,315.0,0.001,0.21,10.3
124.3,250.0,0.003,0.31,8.3
111.5,195.0,0.002,0.47,15.0
90.4,145.0,0.004,0.43,55.7
152.7,190.0,0.005,0.33,9.2
96.3,200.0,0.004,0.88,55.0
104.4,150.0,0.009,0.5,58.9
91.7,130.0,0.012,1.83,241.0
146.8,115.0,0.011,0.25,5.0
133.3,210.0,0.011,0.96,6.0
112.0,250.0,0.003,0.54,58.3
106.0,240.0,0.003,0.29,5.6
106.5,235.0,0.011,0.2,8.0
103.1,45.0,0.003,0.28,10.0
138.7,325.0,0.005,0.52,38.4
102.2,245.0,0.003,0.99,25.9
98.8,150.0,0.044,1.09,7.0
68.9,190.0,0.031,0.77,14.0
140.3,220.0,0.008,0.27,5.8
102.9,270.0,0.005,0.51,23.0
80.1,360.0,0.011,0.43,4.0
188.1,245.0,0.024,0.89,6.5
94.8,300.0,0.011,0.49,33.2
97.8,190.0,0.016,0.83,2.0
126.7,210.0,0.003,0.34,1.8
91.6,470.0,0.022,0.83,2.0
124.7,380.0,0.025,0.55,24.4
100.4,235.0,0.013,0.36,8.8
90.6,260.0,0.026,0.51,2.0
131.3,85.0,0.005,0.62,3.9
101.2,190.0,0.011,0.33,2.0
118.7,230.0,0.004,0.48,1.9
101.9,200.0,0.007,0.53,9.3
98.0,240.0,0.004,0.74,20.0
97.9,250.0,0.004,0.58,2.0
97.6,270.0,0.011,0.44,7.0
141.0,180.0,0.028,0.31,2.6
111.2,380.0,0.011,0.65,12.3
165.2,250.0,0.004,0.82,7.0
103.4,290.0,0.01,0.74,17.7
167.1,240.0,0.013,0.39,5.6
96.8,300.0,0.009,0.75,2.0
152.4,275.0,0.004,0.37,1.8
99.6,370.0,0.011,0.79,3.0
108.2,210.0,0.011,0.34,2.0
86.8,290.0,0.009,0.54,16.0
105.2,140.0,0.012,0.32,2.0
100.9,320.0,0.009,0.87,64.0
108.2,240.0,0.005,0.47,2.9
96.7,250.0,0.012,0.53,3.0
96.0,370.0,0.008,1.12,35.0
133.2,260.0,0.005,0.37,3.4
50.2,90.0,0.011,0.6,2.0
99.8,150.0,0.005,0.55,6.0
113.3,200.0,0.005,0.31,3.1
97.9,140.0,0.011,0.37,12.0
148.4,190.0,0.006,0.31,3.7
168.6,250.0,0.007,0.41,12.1
129.0,290.0,0.004,0.36,2.3
112.8,80.0,0.008,0.65,2.0
98.2,80.0,0.011,0.36,11.0
128.2,305.0,0.011,0.24,5.7
108.0,260.0,0.011,0.4,7.1
90.4,250.0,0.018,1.71,34.0
126.0,175.0,0.007,0.31,8.6
104.0,390.0,0.011,0.4,4.7
93.6,100.0,0.008,0.55,2.0
91.4,300.0,0.026,1.81,6.0
125.8,300.0,0.015,0.67,4.1
91.8,350.0,0.011,1.76,196.0
105.0,220.0,0.006,0.52,5.8
98.1,280.0,0.011,0.57,2.0
130.3,210.0,0.004,0.41,3.2
121.8,305.0,0.007,0.56,22.3
-99.0,310.0,0.012,0.71,3.2
99.1,300.0,0.013,1.14,8.0
130.5,240.0,0.011,0.58,9.6
110.5,270.0,0.011,0.47,2.0
154.0,270.0,0.003,0.38,2.1
121.4,310.0,0.013,1.31,127.0
114.0,145.0,0.006,0.56,3.8
100.4,350.0,0.011,0.6,3.0
97.6,200.0,0.011,0.89,2.0
129.2,130.0,0.001,0.36,2.9
110.9,370.0,0.011,1.06,10.0
107.1,280.0,0.013,0.91,2.0
100.8,215.0,0.011,0.66,2.0
105.0,370.0,0.01,0.65,5.8
155.5,180.0,0.012,0.5,3.3
127.0,210.0,0.007,0.47,1.4
110.1,345.0,0.025,1.2,38.3
107.7,140.0,0.012,0.5,2.4
83.4,250.0,0.033,1.42,23.0
106.4,160.0,0.012,0.49,3.5
95.2,345.0,0.011,0.8,2.0
99.2,280.0,0.017,0.58,30.0
132.7,160.0,0.006,0.62,2.1
-99.0,165.0,0.02,0.54,2.0
98.3,233.0,0.013,0.54,4.7
131.0,200.0,0.009,0.21,2.0
89.6,275.0,0.029,0.76,19.0
109.7,150.0,0.005,0.5,8.8
112.9,100.0,0.011,0.44,2.0
110.4,175.0,0.01,0.64,10.0
109.4,250.0,0.005,0.45,5.6
86.7,155.0,0.005,0.26,2.0
90.8,270.0,0.015,1.08,7.0
100.6,165.0,0.004,0.47,3.0
94.2,200.0,0.011,1.05,13.0
117.1,270.0,0.008,0.45,2.2
101.8,120.0,0.011,0.38,6.0
117.9,135.0,0.003,0.42,2.2
114.0,150.0,0.002,0.47,2.8
94.1,340.0,0.011,0.93,7.0
101.2,220.0,0.011,0.97,2.0
109.7,250.0,0.011,0.47,2.0
133.9,150.0,0.001,0.43,2.0
128.2,200.0,0.011,0.53,2.0
108.3,255.0,0.002,0.36,5.0
113.3,240.0,0.004,0.49,2.1
96.2,375.0,0.019,0.78,16.0
136.4,115.0,0.011,0.46,2.0
127.2,220.0,0.011,0.53,3.0
106.8,235.0,0.009,0.45,16.4
102.7,195.0,0.003,0.37,5.6
99.1,200.0,0.011,0.43,3.0
98.7,195.0,0.049,0.44,2.0
139.7,215.0,0.004,0.51,5.7
104.2,240.0,0.001,0.5,2.8
95.3,275.0,0.005,0.96,2.0
71.1,270.0,0.011,0.97,2.0
131.6,400.0,0.008,0.52,2.4
104.0,340.0,0.009,0.46,13.9
229.3,250.0,0.01,0.5,20.7
113.2,380.0,0.012,0.43,2.5
99.4,250.0,0.016,0.65,36.0
138.5,390.0,0.008,0.5,9.4
91.9,275.0,0.029,0.83,6.0
124.6,460.0,0.031,0.85,102.0
111.6,510.0,0.016,0.59,27.3
84.3,160.0,0.011,0.47,2.0
109.3,505.0,0.009,0.63,8.6
101.2,200.0,0.001,0.41,1.5
121.5,210.0,0.005,0.44,3.7
106.9,810.0,0.012,0.6,18.1
90.6,385.0,0.014,0.94,2.0
93.6,225.0,0.011,0.84,2.0
126.2,250.0,0.011,0.8,2.0
151.4,390.0,0.022,0.56,15.2
110.4,550.0,0.021,0.69,40.4
169.6,990.0,0.011,0.89,16.0
114.0,305.0,0.01,0.55,10.7
160.0,450.0,0.008,0.4,3.8
99.5,400.0,0.015,0.93,4.0
154.8,345.0,0.006,0.46,7.6
101.7,420.0,0.015,0.23,6.0
101.3,285.0,0.011,0.3,2.0
99.3,290.0,0.01,0.54,21.9
104.1,240.0,0.008,0.23,5.0
95.6,240.0,0.011,0.92,6.0
112.7,395.0,0.012,0.6,8.9
100.1,280.0,0.017,1.0,2.0
99.0,645.0,0.023,1.37,29.0
139.2,340.0,0.008,0.5,7.2
105.7,200.0,0.018,0.62,3.0
95.6,640.0,0.022,0.55,2.0
113.5,280.0,0.006,0.34,6.7
109.8,200.0,0.007,0.43,4.4
154.1,225.0,0.009,0.42,6.8
103.5,250.0,0.007,0.42,2.9
103.6,160.0,0.011,0.83,8.0
135.6,400.0,0.014,0.56,8.5
129.8,380.0,0.014,0.37,4.6
131.5,210.0,0.009,0.42,5.1
89.7,310.0,0.029,1.39,39.0
130.2,160.0,0.009,0.34,6.2
116.0,465.0,0.017,0.53,13.3
101.7,120.0,0.012,0.73,4.0
94.8,400.0,0.026,1.18,11.0
131.4,425.0,0.022,0.56,9.1
101.1,195.0,0.011,0.58,29.3
119.6,400.0,0.06,0.62,4.8
101.7,250.0,0.011,0.64,5.0
143.2,145.0,0.009,0.43,6.6
122.5,560.0,0.011,0.45,18.5
-99.0,345.0,0.016,0.89,32.6
101.2,500.0,0.011,0.9,16.0
130.6,700.0,0.015,1.02,83.7
120.2,250.0,0.006,0.39,3.9
131.0,510.0,0.007,0.48,17.6
120.1,600.0,0.022,1.8,464.0
118.3,310.0,0.009,0.48,8.2
102.0,300.0,0.011,0.72,11.0
97.2,450.0,0.013,0.75,16.0
149.3,295.0,0.001,0.51,4.9
115.4,220.0,0.011,0.9,4.0
116.2,290.0,0.019,0.73,2.0
104.3,215.0,0.004,0.51,3.6
109.1,480.0,0.02,0.79,140.0
153.8,400.0,0.08,0.57,6.7
135.3,230.0,0.007,0.47,3.9
114.7,400.0,0.011,2.21,2.0
119.3,310.0,0.013,0.85,26.7
128.4,135.0,0.02,0.72,19.7
111.5,175.0,0.014,0.61,12.0
99.5,510.0,0.022,1.0,4.0
123.5,200.0,0.011,1.04,12.0
126.5,310.0,0.018,0.63,14.0
-99.0,145.0,0.023,1.07,9.0
94.1,285.0,0.013,0.92,40.0
64.6,450.0,0.022,0.86,21.0
121.4,155.0,0.014,0.74,37.2
137.0,300.0,0.011,0.55,4.0
130.8,220.0,0.01,0.89,10.0
134.1,280.0,0.005,0.71,20.5
86.8,150.0,0.004,0.59,6.7
96.4,265.0,0.015,0.92,6.0
134.0,235.0,0.008,0.54,5.3
112.7,200.0,0.012,0.73,2.0
94.7,380.0,0.011,0.93,11.0
146.6,135.0,0.006,0.65,15.5
114.6,120.0,0.007,0.61,11.4
140.3,220.0,0.005,0.54,6.3
125.5,225.0,0.004,0.53,5.9
104.6,340.0,0.011,1.01,2.0
106.1,325.0,0.011,0.95,8.0
135.0,270.0,0.011,0.5,3.0
145.9,160.0,0.008,0.65,11.1
145.2,160.0,0.011,0.52,5.0
116.6,340.0,0.006,0.53,22.7
109.3,340.0,0.006,0.72,29.4
111.1,350.0,0.011,0.93,30.0
171.2,145.0,0.011,0.6,2.0
154.2,190.0,0.011,0.65,4.0
105.0,280.0,0.009,0.59,14.6
104.0,520.0,0.003,0.63,10.8
82.9,315.0,0.011,0.74,4.0
69.5,425.0,0.011,0.72,40.7
104.2,120.0,0.003,0.55,6.0
67.9,335.0,0.011,0.73,7.0
143.5,205.0,0.003,0.44,1.4
